path,transcription,action,object,location
wavs/speakers/NWAAAQQZDXC5b9Mk/827503d0-4450-11e9-beaa-1f3e1eab7bff.wav,Turn the bedroom heat down,decrease,heat,bedroom
wavs/speakers/oRrwPDNPlAieQr8Q/a99e17c0-4519-11e9-9035-7943ec3b842a.wav,Decrease audio volume,decrease,volume,none
wavs/speakers/W4XOzzNEbrtZz4dW/94cdbc10-44d3-11e9-a8b6-e96f2628bf65.wav,Turn the heat down in the washroom,decrease,heat,washroom
wavs/speakers/KqDyvgWm4Wh8ZDM7/045ff810-44d2-11e9-a8b6-e96f2628bf65.wav,Make it quieter,decrease,volume,none
wavs/speakers/73bEEYMKLwtmVwV43/cfdbee20-452e-11e9-b1e4-e5985dca719e.wav,Switch the language,change language,none,none
wavs/speakers/zaEBPeMY4NUbDnZy/b0ffa410-44d4-11e9-a8b6-e96f2628bf65.wav,Could you increase the heating please?,increase,heat,none
wavs/speakers/xPZw23VxroC3N34k/ced93f70-4513-11e9-9539-7f047cfe24d1.wav,Change system language,change language,none,none
wavs/speakers/ppzZqYxGkESMdA5Az/a0c50de0-4472-11e9-a9a5-5dbec3b8816a.wav,Turn the bedroom heat down,decrease,heat,bedroom
wavs/speakers/g2dnA9Wpvzi2WAmZ/c6ffd3c0-4547-11e9-aa52-bf2189a03a60.wav,Increase the volume,increase,volume,none
wavs/speakers/d3erpmyk9yFlVyrZ/a25939f0-4608-11e9-bc65-55b32b211b66.wav,Could you decrease the heating?,decrease,heat,none
wavs/speakers/kNnmb7MdArswxLYw/2731eda0-45ed-11e9-aa19-e96346c3828f.wav,Turn volume up,increase,volume,none
wavs/speakers/n5XllaB4gZFwZXkBz/41a71f90-45f0-11e9-aa19-e96346c3828f.wav,Turn up the washroom temperature,increase,heat,washroom
wavs/speakers/9EWlVBQo9rtqRYdy/89bc41e0-45ee-11e9-aa19-e96346c3828f.wav,Switch off the lights,deactivate,lights,none
wavs/speakers/WYmlNV2rDkSaALOE/d3aef760-4437-11e9-beaa-1f3e1eab7bff.wav,Increase the temperature in the washroom,increase,heat,washroom
wavs/speakers/52XVOeXMXYuaElyw/e24482e0-45c7-11e9-8ec0-7bf21d1cfe30.wav,Get me my shoes,bring,shoes,none
wavs/speakers/qNY4Qwveojc8jlm4/25c72d00-44cf-11e9-a8b6-e96f2628bf65.wav,Switch languages,change language,none,none
wavs/speakers/BvyakyrDmQfWEABb/6fc5ebd0-460a-11e9-bc65-55b32b211b66.wav,Switch languages,change language,none,none
wavs/speakers/kNnmb7MdArswxLYw/4e7f9d70-45ee-11e9-aa19-e96346c3828f.wav,Turn the temperature in the bedroom down,decrease,heat,bedroom
wavs/speakers/M4ybygBlWqImBn9oZ/9892ba40-454a-11e9-aa52-bf2189a03a60.wav,Far too quiet,increase,volume,none
wavs/speakers/KLa5k73rZvSlv82X/8b8e0df0-45e9-11e9-b578-494a5b19ab8b.wav,Increase the sound,increase,volume,none
wavs/speakers/anvKyBjB5OiP5dYZ/dc6a1cf0-4576-11e9-9600-8f19ade2128c.wav,Far too loud,decrease,volume,none
wavs/speakers/Z7BXPnplxGUjZdmBZ/1ab46940-44f8-11e9-a1ea-79ca03012c0e.wav,Turn up the bathroom temperature,increase,heat,washroom
wavs/speakers/7NEaXjeLX3sg3yDB/715aa360-454b-11e9-aa52-bf2189a03a60.wav,Turn sound down,decrease,volume,none
wavs/speakers/qNY4Qwveojc8jlm4/baf72970-44cf-11e9-a8b6-e96f2628bf65.wav,Turn the kitchen lights on,activate,lights,kitchen
wavs/speakers/7NEaXjeLX3sg3yDB/db470840-454b-11e9-aa52-bf2189a03a60.wav,Turn the temperature up in the washroom,increase,heat,washroom
wavs/speakers/xwzgmmv5ZOiVaxXz/caa0c710-452d-11e9-b1e4-e5985dca719e.wav,Increase the volume,increase,volume,none
wavs/speakers/jgxq52DoPpsR9ZRx/35ae98f0-4517-11e9-9035-7943ec3b842a.wav,Turn up the volume,increase,volume,none
wavs/speakers/d3erpmyk9yFlVyrZ/e198cc30-460c-11e9-bc65-55b32b211b66.wav,Too loud,decrease,volume,none
wavs/speakers/ro5AaKwypZIqNEp2/5c645fb0-4482-11e9-a9a5-5dbec3b8816a.wav,Louder,increase,volume,none
wavs/speakers/DWmlpyg93YCXAXgE/a4a43a10-4505-11e9-a1ea-79ca03012c0e.wav,Resume music,activate,music,none
wavs/speakers/DMApMRmGq5hjkyvX/1c0429a0-45db-11e9-81ce-69b74fd7e64e.wav,Lights off in the bedroom,deactivate,lights,bedroom
wavs/speakers/Rq9EA8dEeZcEwada2/edeee990-45dc-11e9-81ce-69b74fd7e64e.wav,Turn down the heat in the washroom,decrease,heat,washroom
wavs/speakers/G3QxQd7qGRuXAZda/d3753080-45e9-11e9-b578-494a5b19ab8b.wav,Turn down the heat in the bathroom,decrease,heat,washroom
wavs/speakers/jgxq52DoPpsR9ZRx/61b8d480-451a-11e9-9035-7943ec3b842a.wav,Make it louder,increase,volume,none
wavs/speakers/xEYa2wgAQof3wyEO/a3279210-453a-11e9-b1e4-e5985dca719e.wav,Go get me my socks,bring,socks,none
wavs/speakers/xPZw23VxroC3N34k/cd95b530-450e-11e9-9539-7f047cfe24d1.wav,Turn sound down,decrease,volume,none
wavs/speakers/8e5qRjN7dGuovkRY/f7148550-459d-11e9-bf4b-216bfa333ac2.wav,Increase the temperature in the bedroom,increase,heat,bedroom
wavs/speakers/gvKeNY2D3Rs2jRdL/967b3300-4599-11e9-bf4b-216bfa333ac2.wav,Turn up the temperature in the bedroom,increase,heat,bedroom
wavs/speakers/2BqVo8kVB2Skwgyb/78265df0-447a-11e9-a9a5-5dbec3b8816a.wav,Bathroom heat down,decrease,heat,washroom
wavs/speakers/gNYvkbx3gof2Y3V9/ec452450-44e3-11e9-bb82-bdba769643e7.wav,Turn it down,decrease,volume,none
wavs/speakers/ZebMRl5Z7dhrPKRD/e7538290-4554-11e9-aa52-bf2189a03a60.wav,Washroom lights on,activate,lights,washroom
wavs/speakers/kxgXN97ALmHbaezp/e57c91d0-4466-11e9-beaa-1f3e1eab7bff.wav,Turn the heat up,increase,heat,none
wavs/speakers/G3QxQd7qGRuXAZda/71b6f0c0-45e6-11e9-b578-494a5b19ab8b.wav,Lights off in the washroom,deactivate,lights,washroom
wavs/speakers/R3mXwwoaX9IoRVKe/44c15c50-454a-11e9-aa52-bf2189a03a60.wav,Increase the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/R3mexpM2YAtdPbL7/20e9c770-44fc-11e9-a1ea-79ca03012c0e.wav,Switch the bedroom lights off,deactivate,lights,bedroom
wavs/speakers/oRrwPDNPlAieQr8Q/8664efb0-4521-11e9-a843-8db76f4b5e29.wav,Bring me the newspaper,bring,newspaper,none
wavs/speakers/d3erpmyk9yFlVyrZ/311bb460-4609-11e9-bc65-55b32b211b66.wav,Switch the language,change language,none,none
wavs/speakers/52XVOeXMXYuaElyw/2d2715b0-45c9-11e9-8ec0-7bf21d1cfe30.wav,Turn the lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/R3mexpM2YAtdPbL7/e2b634b0-44fc-11e9-a1ea-79ca03012c0e.wav,Make it quieter,decrease,volume,none
wavs/speakers/oXjpaOq4wVUezb3x/56c858e0-450e-11e9-9539-7f047cfe24d1.wav,Turn on the lights in the bedroom,activate,lights,bedroom
wavs/speakers/Rq9EA8dEeZcEwada2/0367b280-45dc-11e9-81ce-69b74fd7e64e.wav,Decrease audio volume,decrease,volume,none
wavs/speakers/BvyakyrDmQfWEABb/947f0050-4606-11e9-bc65-55b32b211b66.wav,Use a different language,change language,none,none
wavs/speakers/ro5AaKwypZIqNEp2/5e65fc10-4482-11e9-a9a5-5dbec3b8816a.wav,Volume max,increase,volume,none
wavs/speakers/RjDBre8jzzhdr4YL/c2b94460-441e-11e9-beaa-1f3e1eab7bff.wav,Decrease the heating in the bathroom,decrease,heat,washroom
wavs/speakers/ZebMRl5Z7dhrPKRD/7c4fa850-4556-11e9-aa52-bf2189a03a60.wav,Turn the heat up in the washroom,increase,heat,washroom
wavs/speakers/G3QxQd7qGRuXAZda/1db92440-45e9-11e9-b578-494a5b19ab8b.wav,Volume mute,decrease,volume,none
wavs/speakers/NWAAAQQZDXC5b9Mk/1534a3e0-444e-11e9-beaa-1f3e1eab7bff.wav,OK now switch the main language to Korean,change language,Korean,none
wavs/speakers/AvR9dePW88IynbaE/6868b280-4521-11e9-a843-8db76f4b5e29.wav,Decrease the temperature in the bathroom,decrease,heat,washroom
wavs/speakers/xPZw23VxroC3N34k/b16f17d0-450d-11e9-9539-7f047cfe24d1.wav,Lights off,deactivate,lights,none
wavs/speakers/2BqVo8kVB2Skwgyb/ce762960-447a-11e9-a9a5-5dbec3b8816a.wav,Switch the language,change language,none,none
wavs/speakers/Gym5dABePPHA8mZK9/70b55e40-45f1-11e9-aa19-e96346c3828f.wav,Make it hotter,increase,heat,none
wavs/speakers/zwKdl7Z2VRudGj2L/4d210f00-4516-11e9-9035-7943ec3b842a.wav,Increase the heating in the bathroom,increase,heat,washroom
wavs/speakers/DMApMRmGq5hjkyvX/d9c5f600-45d9-11e9-81ce-69b74fd7e64e.wav,Get me the newspaper,bring,newspaper,none
wavs/speakers/W4XOzzNEbrtZz4dW/e19ae830-44d1-11e9-a8b6-e96f2628bf65.wav,Turn on the kitchen lights,activate,lights,kitchen
wavs/speakers/mor8vDGkaOHzLLWBp/da73f740-453f-11e9-b1e4-e5985dca719e.wav,Turn the lamp on,activate,lamp,none
wavs/speakers/Rq9EA8dEeZcEwada2/e42b10a0-45dc-11e9-81ce-69b74fd7e64e.wav,Decrease the heating in the bedroom,decrease,heat,bedroom
wavs/speakers/M4ybygBlWqImBn9oZ/2b0934a0-454e-11e9-aa52-bf2189a03a60.wav,Turn the bedroom lights off,deactivate,lights,bedroom
wavs/speakers/EExgNZ9dvgTE3928/7b244bd0-4613-11e9-bc65-55b32b211b66.wav,Too loud,decrease,volume,none
wavs/speakers/ZebMRl5Z7dhrPKRD/c32c4670-455b-11e9-aa52-bf2189a03a60.wav,Could you decrease the heating please?,decrease,heat,none
wavs/speakers/7NEaXjeLX3sg3yDB/57152ca0-454b-11e9-aa52-bf2189a03a60.wav,Too quiet,increase,volume,none
wavs/speakers/EExgNZ9dvgTE3928/0dc15340-4612-11e9-bc65-55b32b211b66.wav,Pause,deactivate,music,none
wavs/speakers/oRrwPDNPlAieQr8Q/d5f6c4a0-4520-11e9-a843-8db76f4b5e29.wav,Increase the temperature in the bedroom,increase,heat,bedroom
wavs/speakers/DMApMRmGq5hjkyvX/e01792f0-45d6-11e9-81ce-69b74fd7e64e.wav,Resume,activate,music,none
wavs/speakers/jgxq52DoPpsR9ZRx/1ec2e9a0-4519-11e9-9035-7943ec3b842a.wav,Bring me the newspaper,bring,newspaper,none
wavs/speakers/ywE435j4gVizvw3R/2a4d3ea0-4501-11e9-a1ea-79ca03012c0e.wav,Kitchen lights on,activate,lights,kitchen
wavs/speakers/8e5qRjN7dGuovkRY/d01531b0-459e-11e9-bf4b-216bfa333ac2.wav,Get me my socks,bring,socks,none
wavs/speakers/LR5vdbQgp3tlMBzB/c11f6330-45ce-11e9-9992-dfba019cb646.wav,Turn off the kitchen lights,deactivate,lights,kitchen
wavs/speakers/R3mXwwoaX9IoRVKe/f25afbe0-4550-11e9-aa52-bf2189a03a60.wav,Could you increase the heating please?,increase,heat,none
wavs/speakers/Rq9EA8dEeZcEwada2/7b022d60-45dd-11e9-81ce-69b74fd7e64e.wav,Set the language,change language,none,none
wavs/speakers/kxgXN97ALmHbaezp/3df51100-4464-11e9-beaa-1f3e1eab7bff.wav,Play the music,activate,music,none
wavs/speakers/8e5qRjN7dGuovkRY/06812950-45a1-11e9-bf4b-216bfa333ac2.wav,Turn up the heat in the bathroom,increase,heat,washroom
wavs/speakers/ppzZqYxGkESMdA5Az/79112ff0-4476-11e9-a9a5-5dbec3b8816a.wav,Bathroom heat down,decrease,heat,washroom
wavs/speakers/xRQE5VD7rRHVdyvM/6152f010-45c5-11e9-8ec0-7bf21d1cfe30.wav,Increase the volume,increase,volume,none
wavs/speakers/Gym5dABePPHA8mZK9/d7f32540-45ee-11e9-aa19-e96346c3828f.wav,Lower the volume,decrease,volume,none
wavs/speakers/kxgXN97ALmHbaezp/1e489650-4465-11e9-beaa-1f3e1eab7bff.wav,Could you increase the heating please?,increase,heat,none
wavs/speakers/zaEBPeMY4NUbDnZy/704f6d00-44df-11e9-a8b6-e96f2628bf65.wav,Bring shoes,bring,shoes,none
wavs/speakers/RjDBre8jzzhdr4YL/25307b40-441f-11e9-beaa-1f3e1eab7bff.wav,Set language to Chinese,change language,Chinese,none
wavs/speakers/gNYvkbx3gof2Y3V9/e5bb0be0-44de-11e9-a8b6-e96f2628bf65.wav,Lights on in the kitchen,activate,lights,kitchen
wavs/speakers/xRQE5VD7rRHVdyvM/5d205c30-45c0-11e9-8ec0-7bf21d1cfe30.wav,Turn on the lamp,activate,lamp,none
wavs/speakers/RjDBre8jzzhdr4YL/f13f2f50-4416-11e9-85a0-dd11eb2f13b6.wav,Pause the music,deactivate,music,none
wavs/speakers/NWAAAQQZDXC5b9Mk/c1f86bf0-444b-11e9-beaa-1f3e1eab7bff.wav,Switch off the washroom lights,deactivate,lights,washroom
wavs/speakers/9EWlVBQo9rtqRYdy/c8c91da0-45ed-11e9-aa19-e96346c3828f.wav,Turn the temperature down in the washroom,decrease,heat,washroom
wavs/speakers/WYmlNV2rDkSaALOE/3a8cbcb0-4438-11e9-beaa-1f3e1eab7bff.wav,Decrease the heating in the bathroom,decrease,heat,washroom
wavs/speakers/eLQ3mNg27GHLkDej/8b219920-453c-11e9-b1e4-e5985dca719e.wav,Switch off the lamp,deactivate,lamp,none
wavs/speakers/kNnmb7MdArswxLYw/7b12fba0-45f0-11e9-aa19-e96346c3828f.wav,Turn the washroom lights off,deactivate,lights,washroom
wavs/speakers/2BqVo8kVB2Skwgyb/063aa8f0-4479-11e9-a9a5-5dbec3b8816a.wav,Turn the bedroom lights off,deactivate,lights,bedroom
wavs/speakers/EExgNZ9dvgTE3928/78f780c0-4613-11e9-bc65-55b32b211b66.wav,Decrease sound levels,decrease,volume,none
wavs/speakers/ro5AaKwypZIqNEp2/ae385c70-4481-11e9-a9a5-5dbec3b8816a.wav,Lights off,deactivate,lights,none
wavs/speakers/xwpvGaaWl5c3G5N3/043ccab0-45b9-11e9-8ec0-7bf21d1cfe30.wav,I can't hear that,increase,volume,none
wavs/speakers/M4ybygBlWqImBn9oZ/d0d3ea40-4550-11e9-aa52-bf2189a03a60.wav,Set language to English,change language,English,none
wavs/speakers/AvR9dePW88IynbaE/58962e80-4523-11e9-a843-8db76f4b5e29.wav,Lower the volume,decrease,volume,none
wavs/speakers/oXjpaOq4wVUezb3x/9f2f0ee0-4512-11e9-9539-7f047cfe24d1.wav,I need to practice my Chinese. Switch the language,change language,Chinese,none
wavs/speakers/73bEEYMKLwtmVwV43/9d72a820-452e-11e9-b1e4-e5985dca719e.wav,Bring some juice,bring,juice,none
wavs/speakers/kNnmb7MdArswxLYw/1ae132d0-45ee-11e9-aa19-e96346c3828f.wav,Turn the heat up in the bathroom,increase,heat,washroom
wavs/speakers/zwKdl7Z2VRudGj2L/487a86d0-4515-11e9-9035-7943ec3b842a.wav,Lights on in the washroom,activate,lights,washroom
wavs/speakers/KLa5k73rZvSlv82X/0cffdf30-45ea-11e9-b578-494a5b19ab8b.wav,Turn up the washroom temperature,increase,heat,washroom
wavs/speakers/xEYa2wgAQof3wyEO/133486e0-453a-11e9-b1e4-e5985dca719e.wav,Decrease the heating in the kitchen,decrease,heat,kitchen
wavs/speakers/73bEEYMKLwtmVwV43/7816f9c0-452c-11e9-b1e4-e5985dca719e.wav,Turn down the temperature,decrease,heat,none
wavs/speakers/ppzZqYxGkESMdA5Az/1ef0df10-4477-11e9-a9a5-5dbec3b8816a.wav,Set my phone's language to German,change language,German,none
wavs/speakers/d2waAp3pEjiWgrDEY/70759b60-451b-11e9-9035-7943ec3b842a.wav,Bring some juice,bring,juice,none
wavs/speakers/73bEEYMKLwtmVwV43/a93eff70-4527-11e9-a843-8db76f4b5e29.wav,Start the music,activate,music,none
wavs/speakers/zwKdl7Z2VRudGj2L/237ba1a0-4517-11e9-9035-7943ec3b842a.wav,Language settings,change language,none,none
wavs/speakers/R3mexpM2YAtdPbL7/7ec2ac20-44fe-11e9-a1ea-79ca03012c0e.wav,Set language to Korean,change language,Korean,none
wavs/speakers/neaPN7GbBEUex8rV/b2c3f200-45d4-11e9-9992-dfba019cb646.wav,Kitchen lights off,deactivate,lights,kitchen
wavs/speakers/g2dnA9Wpvzi2WAmZ/b2906480-4548-11e9-aa52-bf2189a03a60.wav,Bathroom heat up,increase,heat,washroom
wavs/speakers/gNYvkbx3gof2Y3V9/6af82b10-44e1-11e9-bb82-bdba769643e7.wav,Bedroom heat down,decrease,heat,bedroom
wavs/speakers/n5XllaB4gZFwZXkBz/ae8eff40-45f2-11e9-aa19-e96346c3828f.wav,Bedroom lights on,activate,lights,bedroom
wavs/speakers/xwzgmmv5ZOiVaxXz/e9266210-4539-11e9-b1e4-e5985dca719e.wav,Turn the volume down,decrease,volume,none
wavs/speakers/2ojo7YRL7Gck83Z3/6da791c0-45e0-11e9-81ce-69b74fd7e64e.wav,Bring me my socks,bring,socks,none
wavs/speakers/Gym5dABePPHA8mZK9/55064ff0-45f2-11e9-aa19-e96346c3828f.wav,Get me my shoes,bring,shoes,none
wavs/speakers/35v28XaVEns4WXOv/d9aa50d0-449e-11e9-a9a5-5dbec3b8816a.wav,Turn the heat down in the kitchen,decrease,heat,kitchen
wavs/speakers/LR5vdbQgp3tlMBzB/39b985b0-45ce-11e9-9992-dfba019cb646.wav,Turn the volume up,increase,volume,none
wavs/speakers/oRrwPDNPlAieQr8Q/0212a280-451b-11e9-9035-7943ec3b842a.wav,Turn down the bathroom temperature,decrease,heat,washroom
wavs/speakers/EExgNZ9dvgTE3928/8c0db380-4610-11e9-bc65-55b32b211b66.wav,Turn up the temperature in the bedroom,increase,heat,bedroom
wavs/speakers/R3mXwwoaX9IoRVKe/a08870a0-454f-11e9-aa52-bf2189a03a60.wav,Turn the lights on in the kitchen,activate,lights,kitchen
wavs/speakers/gNYvkbx3gof2Y3V9/d943eb10-44e4-11e9-bb82-bdba769643e7.wav,Decrease the temperature in the washroom,decrease,heat,washroom
wavs/speakers/qNY4Qwveojc8jlm4/2599a270-44d1-11e9-a8b6-e96f2628bf65.wav,Fetch my shoes,bring,shoes,none
wavs/speakers/WYmlNV2rDkSaALOE/e978b160-4434-11e9-beaa-1f3e1eab7bff.wav,Decrease the heating in the washroom,decrease,heat,washroom
wavs/speakers/9EWlVBQo9rtqRYdy/17e5fec0-45ef-11e9-aa19-e96346c3828f.wav,Switch the lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/xPZw23VxroC3N34k/376cc080-4513-11e9-9539-7f047cfe24d1.wav,Bedroom heat down,decrease,heat,bedroom
wavs/speakers/5BEzPgPKe8taG9OB/8cbb3b60-457d-11e9-9600-8f19ade2128c.wav,OK now switch the main language to Korean,change language,Korean,none
wavs/speakers/ObdQbr9wyDfbmW4E/682ae740-4452-11e9-beaa-1f3e1eab7bff.wav,Bedroom heat down,decrease,heat,bedroom
wavs/speakers/5BEzPgPKe8taG9OB/d87df500-457e-11e9-9600-8f19ade2128c.wav,Turn up the washroom temperature,increase,heat,washroom
wavs/speakers/zaEBPeMY4NUbDnZy/60537e20-44d8-11e9-a8b6-e96f2628bf65.wav,Resume,activate,music,none
wavs/speakers/KLa5k73rZvSlv82X/9db13150-45ea-11e9-b578-494a5b19ab8b.wav,Stop,deactivate,music,none
wavs/speakers/G3QxQd7qGRuXAZda/6aa51110-45e9-11e9-b578-494a5b19ab8b.wav,Turn the temperature up in the washroom,increase,heat,washroom
wavs/speakers/rwqzgZjbPaf5dmbL/14a13580-44a6-11e9-a9a5-5dbec3b8816a.wav,Far too loud,decrease,volume,none
wavs/speakers/G3QxQd7qGRuXAZda/4ceaf080-45ea-11e9-b578-494a5b19ab8b.wav,Set language to English,change language,English,none
wavs/speakers/zZezMeg5XvcbRdg3/945a4d00-45d4-11e9-9992-dfba019cb646.wav,Turn on the bathroom lights,activate,lights,washroom
wavs/speakers/anvKyBjB5OiP5dYZ/4f8981e0-4576-11e9-9600-8f19ade2128c.wav,Turn the bathroom lights on,activate,lights,washroom
wavs/speakers/AY5e3mMgZkIyG3Ox/d804dbd0-446a-11e9-beaa-1f3e1eab7bff.wav,Switch off the lights in the bedroom,deactivate,lights,bedroom
wavs/speakers/Z7BXPnplxGUjZdmBZ/98ad35d0-44f7-11e9-a1ea-79ca03012c0e.wav,Switch off the washroom lights,deactivate,lights,washroom
wavs/speakers/5BEzPgPKe8taG9OB/5a4a49b0-457c-11e9-9600-8f19ade2128c.wav,Louder phone,increase,volume,none
wavs/speakers/d3erpmyk9yFlVyrZ/99f2bf60-460e-11e9-bc65-55b32b211b66.wav,Turn down the bedroom heat,decrease,heat,bedroom
wavs/speakers/oXjpaOq4wVUezb3x/d7d23930-4511-11e9-9539-7f047cfe24d1.wav,Bedroom heat down,decrease,heat,bedroom
wavs/speakers/AY5e3mMgZkIyG3Ox/b4675b60-446c-11e9-beaa-1f3e1eab7bff.wav,Switch on the lamp,activate,lamp,none
wavs/speakers/ObdQbr9wyDfbmW4E/10c0f1e0-4455-11e9-beaa-1f3e1eab7bff.wav,Switch the language,change language,none,none
wavs/speakers/zaEBPeMY4NUbDnZy/99ef40a0-44d4-11e9-a8b6-e96f2628bf65.wav,Increase the temperature,increase,heat,none
wavs/speakers/AY5e3mMgZkIyG3Ox/95d51530-446b-11e9-beaa-1f3e1eab7bff.wav,Increase the heating in the bathroom,increase,heat,washroom
wavs/speakers/G3QxQd7qGRuXAZda/2208afa0-45e6-11e9-b578-494a5b19ab8b.wav,Turn the bedroom lights on,activate,lights,bedroom
wavs/speakers/kNnmb7MdArswxLYw/a3a72dd0-45f4-11e9-aa19-e96346c3828f.wav,Bring socks,bring,socks,none
wavs/speakers/xwpvGaaWl5c3G5N3/6e7d9120-45b9-11e9-8ec0-7bf21d1cfe30.wav,Increase the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/jgxq52DoPpsR9ZRx/e4a4b810-4519-11e9-9035-7943ec3b842a.wav,Play the music,activate,music,none
wavs/speakers/9EWlVBQo9rtqRYdy/b2296b70-45ef-11e9-aa19-e96346c3828f.wav,Kitchen heat up,increase,heat,kitchen
wavs/speakers/xwpvGaaWl5c3G5N3/ff1ba1d0-4597-11e9-bf4b-216bfa333ac2.wav,Lights on,activate,lights,none
wavs/speakers/Gym5dABePPHA8mZK9/c0373f90-45ee-11e9-aa19-e96346c3828f.wav,"I need to hear this, increase the volume",increase,volume,none
wavs/speakers/2ojo7YRL7Gck83Z3/1a20e680-45e2-11e9-81ce-69b74fd7e64e.wav,Louder phone,increase,volume,none
wavs/speakers/n5XllaB4gZFwZXkBz/d1fe0ac0-45f2-11e9-aa19-e96346c3828f.wav,Switch the lights off,deactivate,lights,none
wavs/speakers/kxgXN97ALmHbaezp/98b073f0-4464-11e9-beaa-1f3e1eab7bff.wav,Turn the lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/eLQ3mNg27GHLkDej/03061550-453e-11e9-b1e4-e5985dca719e.wav,Turn the temperature in the bedroom down,decrease,heat,bedroom
wavs/speakers/W4XOzzNEbrtZz4dW/1cac5df0-44d2-11e9-a8b6-e96f2628bf65.wav,Switch on the bathroom lights,activate,lights,washroom
wavs/speakers/BvyakyrDmQfWEABb/a69fa820-4606-11e9-bc65-55b32b211b66.wav,Set language to Chinese,change language,Chinese,none
wavs/speakers/ZebMRl5Z7dhrPKRD/ece0a3c0-4561-11e9-9600-8f19ade2128c.wav,Turn up the bathroom temperature,increase,heat,washroom
wavs/speakers/Rq9EA8dEeZcEwada2/e7986ed0-45d8-11e9-81ce-69b74fd7e64e.wav,Too quiet,increase,volume,none
wavs/speakers/NWAAAQQZDXC5b9Mk/b623c220-4450-11e9-beaa-1f3e1eab7bff.wav,Get me the newspaper,bring,newspaper,none
wavs/speakers/BvyakyrDmQfWEABb/2c2859d0-460a-11e9-bc65-55b32b211b66.wav,Bathroom heat down,decrease,heat,washroom
wavs/speakers/xRQE5VD7rRHVdyvM/4c2cbb50-45c3-11e9-8ec0-7bf21d1cfe30.wav,Turn down the heat in the washroom,decrease,heat,washroom
wavs/speakers/8e5qRjN7dGuovkRY/06520d90-45a2-11e9-bf4b-216bfa333ac2.wav,Bring me my shoes,bring,shoes,none
wavs/speakers/xPZw23VxroC3N34k/1dfa7510-450f-11e9-9539-7f047cfe24d1.wav,Bedroom heat up,increase,heat,bedroom
wavs/speakers/qNY4Qwveojc8jlm4/06edc450-44d1-11e9-a8b6-e96f2628bf65.wav,Go get the newspaper,bring,newspaper,none
wavs/speakers/mor8vDGkaOHzLLWBp/82e119f0-453e-11e9-b1e4-e5985dca719e.wav,Turn the kitchen temperature up,increase,heat,kitchen
wavs/speakers/gNYvkbx3gof2Y3V9/e5587220-44e1-11e9-bb82-bdba769643e7.wav,Get me my socks,bring,socks,none
wavs/speakers/ObdQbr9wyDfbmW4E/36ac92f0-4451-11e9-beaa-1f3e1eab7bff.wav,Turn the bedroom lights on,activate,lights,bedroom
wavs/speakers/jgxq52DoPpsR9ZRx/55449380-4518-11e9-9035-7943ec3b842a.wav,Make it quieter,decrease,volume,none
wavs/speakers/kNnmb7MdArswxLYw/7b0f4ef0-45ec-11e9-aa19-e96346c3828f.wav,Make the music softer,decrease,volume,none
wavs/speakers/n5XllaB4gZFwZXkBz/89ff4c10-45f3-11e9-aa19-e96346c3828f.wav,Make it quieter,decrease,volume,none
wavs/speakers/n5XllaB4gZFwZXkBz/a51f12b0-45f2-11e9-aa19-e96346c3828f.wav,Switch the bedroom lights on,activate,lights,bedroom
wavs/speakers/G3QxQd7qGRuXAZda/277cb670-45e6-11e9-b578-494a5b19ab8b.wav,Switch the bedroom lights on,activate,lights,bedroom
wavs/speakers/ppzZqYxGkESMdA5Az/a96ff560-4475-11e9-a9a5-5dbec3b8816a.wav,Bedroom heat up,increase,heat,bedroom
wavs/speakers/W4XOzzNEbrtZz4dW/6dc2ec30-44d3-11e9-a8b6-e96f2628bf65.wav,Turn down the heat in the kitchen,decrease,heat,kitchen
wavs/speakers/5o9BvRGEGvhaeBwA/37aef970-44ee-11e9-a1ea-79ca03012c0e.wav,Decrease the temperature in the bedroom,decrease,heat,bedroom
wavs/speakers/d2waAp3pEjiWgrDEY/5d6a85d0-4516-11e9-9035-7943ec3b842a.wav,I need to practice my German. Switch the language,change language,German,none
wavs/speakers/ro5AaKwypZIqNEp2/dd80e500-4482-11e9-a9a5-5dbec3b8816a.wav,Increase the heating in the washroom,increase,heat,washroom
wavs/speakers/zZezMeg5XvcbRdg3/60602670-45d7-11e9-81ce-69b74fd7e64e.wav,Increase the temperature in the washroom,increase,heat,washroom
wavs/speakers/52XVOeXMXYuaElyw/1da19d10-45c7-11e9-8ec0-7bf21d1cfe30.wav,Turn the temperature up in the washroom,increase,heat,washroom
wavs/speakers/G3QxQd7qGRuXAZda/b9ac60a0-45e5-11e9-b578-494a5b19ab8b.wav,Make the music louder,increase,volume,none
wavs/speakers/xwpvGaaWl5c3G5N3/24538670-4598-11e9-bf4b-216bfa333ac2.wav,Turn the heat up,increase,heat,none
